Time,DistanceX,DistanceY,rnti,sinr
40.1,-239.487,-252.231,2,23.03
40.1,-247.037,-238.894,3,23.02
40.2,-254.887,-239.829,1,23.4
40.2,-239.606,-252.035,2,23.03
40.2,-246.929,-238.669,3,23.02
40.3,-254.641,-239.823,1,23.4
40.3,-239.672,-251.932,2,23.03
40.3,-246.82,-238.444,3,23.02
40.4,-254.396,-239.817,1,23.4
40.4,-239.516,-252.224,2,23.03
40.4,-246.713,-238.236,3,23.02
40.5,-254.15,-239.811,1,23.4
40.5,-239.359,-252.517,2,23.03
40.5,-246.626,-238.586,3,23.02
40.6,-254.251,-239.589,1,23.4
40.6,-239.241,-252.701,2,23.03
40.6,-246.54,-238.935,3,23.02
40.7,-254.416,-239.326,1,23.4
40.7,-239.3,-252.385,2,23.03
40.7,-246.521,-239.128,3,23.02
40.8,-254.582,-239.063,1,23.4
40.8,-239.36,-252.069,2,23.03
40.8,-246.701,-238.861,3,23.02
40.9,-254.576,-239.085,1,23.4
40.9,-239.433,-251.78,2,23.03
40.9,-246.882,-238.594,3,23.02
41.0,-254.465,-239.281,1,23.4
41.0,-239.696,-251.849,2,23.03
41.0,-246.995,-238.408,3,23.02
41.1,-254.355,-239.476,1,23.4
41.1,-239.959,-251.918,2,23.03
41.1,-246.731,-238.672,3,23.02
41.2,-254.245,-239.671,1,23.4
41.2,-240.221,-251.988,2,23.03
41.2,-246.467,-238.935,3,23.02
41.3,-254.125,-239.803,1,23.4
41.3,-240.433,-251.89,2,23.03
41.3,-246.203,-239.063,3,23.02
41.4,-253.956,-239.606,1,23.4
41.4,-240.566,-251.531,2,23.03
41.4,-245.94,-239.038,3,23.02
41.5,-253.788,-239.408,1,23.4
41.5,-240.699,-251.173,2,23.03
41.5,-245.677,-239.014,3,23.02
41.6,-253.619,-239.211,1,23.4
41.6,-240.46,-251.238,2,23.03
41.6,-245.414,-238.989,3,23.02
41.7,-253.545,-238.97,1,23.4
41.7,-240.113,-251.426,2,23.03
41.7,-245.14,-239.044,3,23.02
41.8,-253.685,-238.63,1,23.4
41.8,-239.763,-251.595,2,23.03
41.8,-244.86,-239.134,3,23.02
41.9,-253.826,-238.29,1,23.4
41.9,-239.407,-251.705,2,23.03
41.9,-244.58,-239.225,3,23.02
42.0,-253.727,-238.233,1,23.4
42.0,-239.051,-251.814,2,23.03
42.0,-244.352,-239.371,3,23.02
42.1,-253.461,-238.375,1,23.4
42.1,-238.766,-252.039,2,23.03
42.1,-244.254,-239.653,3,23.02
42.2,-253.194,-238.517,1,23.4
42.2,-238.536,-252.356,2,23.03
42.2,-244.155,-239.935,3,23.02
42.3,-253.02,-238.565,1,23.4
42.3,-238.307,-252.672,2,23.03
42.3,-244.057,-240.217,3,23.02
42.4,-253.091,-238.363,1,23.4
42.4,-238.385,-252.401,2,23.03
42.4,-244.328,-240.049,3,23.02
42.5,-253.161,-238.162,1,23.4
42.5,-238.464,-252.13,2,23.03
42.5,-244.622,-239.852,3,23.02
42.6,-253.231,-237.96,1,23.4
42.6,-238.543,-251.858,2,23.03
42.6,-244.903,-239.656,3,23.02
42.7,-253.301,-237.758,1,23.4
42.7,-238.507,-251.639,2,23.03
42.7,-245.079,-239.476,3,23.02
42.8,-253.25,-237.78,1,23.4
42.8,-238.337,-251.482,2,23.03
42.8,-245.255,-239.295,3,23.02
42.9,-253.114,-237.957,1,23.4
42.9,-238.168,-251.324,2,23.03
42.9,-245.431,-239.114,3,23.02
43.0,-252.978,-238.133,1,23.4
43.0,-237.998,-251.167,2,23.03
43.0,-245.602,-238.931,3,23.02
43.1,-252.842,-238.309,1,23.4
43.1,-237.828,-251.082,2,23.03
43.1,-245.746,-238.732,3,23.02
43.2,-252.684,-238.478,1,23.4
43.2,-237.655,-251.438,2,23.03
43.2,-245.89,-238.534,3,23.02
43.3,-252.322,-238.583,1,23.4
43.3,-237.482,-251.795,2,23.03
43.3,-246.034,-238.335,3,23.02
43.4,-251.961,-238.688,1,23.4
43.4,-237.531,-251.769,2,23.03
43.4,-246.149,-238.145,3,23.02
43.5,-251.682,-238.806,1,23.4
43.5,-237.718,-251.507,2,23.03
43.5,-245.907,-238.049,3,23.02
43.6,-251.507,-238.939,1,23.4
43.6,-237.906,-251.245,2,23.03
43.6,-245.666,-237.952,3,23.02
43.7,-251.332,-239.073,1,23.4
43.7,-238.072,-251.285,2,23.03
43.7,-245.424,-237.856,3,23.02
43.8,-251.158,-239.207,1,23.4
43.8,-238.219,-251.611,2,23.03
43.8,-245.263,-237.738,3,23.02
43.9,-250.983,-239.34,1,23.4
43.9,-238.366,-251.938,2,23.03
43.9,-245.371,-237.548,3,23.02
44.0,-250.704,-239.593,1,23.4
44.0,-238.59,-251.864,2,23.03
44.0,-245.479,-237.357,3,23.02
44.1,-250.413,-239.859,1,23.4
44.1,-238.844,-251.636,2,23.03
44.1,-245.587,-237.167,3,23.02
44.2,-250.289,-239.985,1,23.4
44.2,-239.097,-251.408,2,23.03
44.2,-245.694,-236.977,3,23.02
44.3,-250.462,-239.863,1,23.4
44.3,-239.276,-251.59,2,23.03
44.3,-245.85,-236.791,3,23.02
44.4,-250.634,-239.741,1,23.4
44.4,-239.434,-251.881,2,23.03
44.4,-246.03,-236.607,3,23.02
44.5,-250.807,-239.619,1,23.4
44.5,-239.593,-252.172,2,23.03
44.5,-246.21,-236.423,3,23.02
44.6,-250.979,-239.497,1,23.4
44.6,-239.661,-252.474,2,23.03
44.6,-246.39,-236.239,3,23.02
44.7,-250.918,-239.427,1,23.4
44.7,-239.703,-252.78,2,23.03
44.7,-246.206,-236.094,3,23.02
44.8,-250.716,-239.389,1,23.4
44.8,-239.745,-253.085,2,23.03
44.8,-245.913,-235.961,3,23.02
44.9,-250.515,-239.35,1,23.4
44.9,-239.775,-253.342,2,23.03
44.9,-245.621,-235.827,3,23.02
45.0,-250.313,-239.311,1,23.4
45.0,-239.794,-253.557,2,23.03
45.0,-245.615,-235.622,3,23.02
45.1,-250.112,-239.272,1,23.4
45.1,-239.813,-253.772,2,23.03
45.1,-245.757,-235.378,3,23.02
45.2,-249.894,-239.386,1,23.4
45.2,-239.832,-253.987,2,23.03
45.2,-245.9,-235.135,3,23.02
45.3,-249.67,-239.55,1,23.4
45.3,-239.851,-254.201,2,23.03
45.3,-246.003,-234.95,3,23.02
45.4,-249.446,-239.714,1,23.4
45.4,-239.89,-254.492,2,23.03
45.4,-245.797,-235.232,3,23.02
45.5,-249.232,-239.808,1,23.4
45.5,-239.93,-254.791,2,23.03
45.5,-245.591,-235.514,3,23.02
45.6,-249.069,-239.499,1,23.4
45.6,-239.971,-255.091,2,23.03
45.6,-245.506,-235.793,3,23.02
45.7,-248.905,-239.189,1,23.4
45.7,-239.871,-255.15,2,23.03
45.7,-245.785,-236.063,3,23.02
45.8,-248.69,-239.006,1,23.4
45.8,-239.671,-255.038,2,23.03
45.8,-246.065,-236.334,3,23.02
45.9,-248.347,-239.133,1,23.4
45.9,-239.471,-254.925,2,23.03
45.9,-246.022,-236.339,3,23.02
46.0,-248.005,-239.26,1,23.4
46.0,-239.271,-254.812,2,23.03
46.0,-245.826,-236.218,3,23.02
46.1,-247.968,-239.473,1,23.4
46.1,-239.168,-254.68,2,23.03
46.1,-245.629,-236.097,3,23.02
46.2,-248.177,-239.755,1,23.4
46.2,-239.395,-254.484,2,23.03
46.2,-245.432,-235.976,3,23.02
46.3,-248.387,-240.037,1,23.4
46.3,-239.623,-254.288,2,23.03
46.3,-245.336,-235.831,3,23.02
46.4,-248.53,-239.917,1,23.4
46.4,-239.85,-254.092,2,23.03
46.4,-245.428,-235.638,3,23.02
46.5,-248.646,-239.631,1,23.4
46.5,-240.123,-254.134,2,23.03
46.5,-245.521,-235.446,3,23.02
46.6,-248.763,-239.345,1,23.4
46.6,-240.402,-254.205,2,23.03
46.6,-245.614,-235.253,3,23.02
46.7,-248.806,-239.375,1,23.4
46.7,-240.681,-254.276,2,23.03
46.7,-245.706,-235.061,3,23.02
46.8,-248.767,-239.762,1,23.4
46.8,-240.866,-254.174,2,23.03
46.8,-245.585,-234.916,3,23.02
46.9,-248.729,-240.15,1,23.4
46.9,-240.92,-253.834,2,23.03
46.9,-245.356,-234.795,3,23.02
47.0,-248.544,-240.476,1,23.4
47.0,-240.974,-253.494,2,23.03
47.0,-245.127,-234.674,3,23.02
47.1,-248.343,-240.796,1,23.4
47.1,-240.858,-253.243,2,23.03
47.1,-244.898,-234.553,3,23.02
47.2,-248.209,-240.952,1,23.4
47.2,-240.583,-253.077,2,23.03
47.2,-244.661,-234.591,3,23.02
47.3,-248.271,-240.624,1,23.4
47.3,-240.308,-252.911,2,23.03
47.3,-244.422,-234.666,3,23.02
47.4,-248.333,-240.296,1,23.4
47.4,-240.271,-252.745,2,23.03
47.4,-244.184,-234.742,3,23.02
47.5,-248.469,-240.013,1,23.4
47.5,-240.588,-252.578,2,23.03
47.5,-243.946,-234.818,3,23.02
47.6,-248.818,-239.863,1,23.4
47.6,-240.904,-252.412,2,23.03
47.6,-243.953,-234.994,3,23.02
47.7,-249.166,-239.713,1,23.4
47.7,-241.165,-252.387,2,23.03
47.7,-244.018,-235.193,3,23.02
47.8,-249.507,-239.625,1,23.4
47.8,-241.391,-252.454,2,23.03
47.8,-244.084,-235.393,3,23.02
47.9,-249.842,-239.574,1,23.4
47.9,-241.617,-252.521,2,23.03
47.9,-244.149,-235.592,3,23.02
48.0,-250.177,-239.524,1,23.4
48.0,-241.844,-252.589,2,23.03
48.0,-244.214,-235.801,3,23.02
48.1,-250.147,-239.652,1,23.4
48.1,-242.103,-252.586,2,23.03
48.1,-244.267,-236.19,3,23.02
48.2,-249.941,-239.867,1,23.4
48.2,-242.421,-252.462,2,23.03
48.2,-244.319,-236.58,3,23.02
48.3,-249.735,-240.082,1,23.4
48.3,-242.739,-252.338,2,23.03
48.3,-244.398,-236.593,3,23.02
48.4,-249.485,-240.184,1,23.4
48.4,-242.84,-252.387,2,23.03
48.4,-244.502,-236.235,3,23.02
48.5,-249.14,-240.038,1,23.4
48.5,-242.658,-252.665,2,23.03
48.5,-244.606,-235.877,3,23.02
48.6,-248.795,-239.893,1,23.4
48.6,-242.476,-252.942,2,23.03
48.6,-244.379,-235.683,3,23.02
48.7,-248.603,-239.996,1,23.4
48.7,-242.217,-253.086,2,23.03
48.7,-244.08,-235.524,3,23.02
48.8,-248.496,-240.236,1,23.4
48.8,-241.85,-253.044,2,23.03
48.8,-243.781,-235.366,3,23.02
48.9,-248.389,-240.477,1,23.4
48.9,-241.482,-253.002,2,23.03
48.9,-243.634,-235.042,3,23.02
49.0,-248.282,-240.717,1,23.4
49.0,-241.16,-252.919,2,23.03
49.0,-243.511,-234.693,3,23.02
49.1,-248.061,-240.923,1,23.4
49.1,-240.855,-252.82,2,23.03
49.1,-243.384,-234.453,3,23.02
49.2,-247.818,-241.122,1,23.4
49.2,-240.551,-252.721,2,23.03
49.2,-243.236,-234.762,3,23.02
49.3,-247.575,-241.321,1,23.4
49.3,-240.549,-252.763,2,23.03
49.3,-243.089,-235.07,3,23.02
49.4,-247.621,-241.181,1,23.4
49.4,-240.758,-252.903,2,23.03
49.4,-242.922,-235.305,3,23.02
49.5,-247.816,-240.865,1,23.4
49.5,-240.967,-253.043,2,23.03
49.5,-242.697,-235.308,3,23.02
49.6,-248.011,-240.549,1,23.4
49.6,-241.176,-253.183,2,23.03
49.6,-242.472,-235.311,3,23.02
49.7,-247.731,-240.395,1,23.4
49.7,-241.431,-253.24,2,23.03
49.7,-242.247,-235.314,3,23.02
49.8,-247.434,-240.247,1,23.4
49.8,-241.716,-253.245,2,23.03
49.8,-242.022,-235.317,3,23.02
49.9,-247.137,-240.098,1,23.4
49.9,-242.0,-253.25,2,23.03
49.9,-241.801,-235.382,3,23.02
50.0,-246.817,-239.932,1,23.4
50.0,-242.238,-253.225,2,23.03
50.0,-241.581,-235.463,3,23.02
50.1,-246.497,-239.765,1,23.4
50.1,-242.046,-252.93,2,23.03
50.1,-241.361,-235.543,3,23.02
50.2,-246.18,-239.621,1,23.4
50.2,-241.855,-252.636,2,23.03
50.2,-241.141,-235.623,3,23.02
50.3,-245.875,-239.578,1,23.4
50.3,-241.766,-252.432,2,23.03
50.3,-241.174,-235.727,3,23.02
50.4,-245.571,-239.535,1,23.4
50.4,-241.982,-252.497,2,23.03
50.4,-241.428,-235.852,3,23.02
50.5,-245.266,-239.491,1,23.4
50.5,-242.198,-252.563,2,23.03
50.5,-241.682,-235.977,3,23.02
50.6,-245.446,-239.388,1,23.4
50.6,-242.414,-252.628,2,23.03
50.6,-241.936,-236.102,3,23.02
50.7,-245.659,-239.279,1,23.4
50.7,-242.63,-252.693,2,23.03
50.7,-241.94,-236.362,3,23.02
50.8,-245.873,-239.171,1,23.4
50.8,-242.614,-252.961,2,23.03
50.8,-241.944,-236.623,3,23.02
50.9,-246.086,-239.063,1,23.4
50.9,-242.546,-253.275,2,23.03
50.9,-241.948,-236.884,3,23.02
51.0,-246.191,-239.245,1,23.4
51.0,-242.479,-253.589,2,23.03
51.0,-241.902,-237.062,3,23.02
51.1,-246.26,-239.522,1,23.4
51.1,-242.593,-253.62,2,23.03
51.1,-241.609,-236.834,3,23.02
51.2,-246.33,-239.799,1,23.4
51.2,-242.784,-253.531,2,23.03
51.2,-241.316,-236.606,3,23.02
51.3,-246.303,-240.025,1,23.4
51.3,-242.975,-253.442,2,23.03
51.3,-241.328,-236.425,3,23.02
51.4,-245.99,-240.098,1,23.4
51.4,-243.166,-253.352,2,23.03
51.4,-241.675,-236.296,3,23.02
51.5,-245.676,-240.171,1,23.4
51.5,-243.357,-253.263,2,23.03
51.5,-242.023,-236.167,3,23.02
51.6,-245.391,-240.271,1,23.4
51.6,-243.205,-253.107,2,23.03
51.6,-241.955,-236.195,3,23.02
51.7,-245.274,-240.532,1,23.4
51.7,-243.038,-252.947,2,23.03
51.7,-241.766,-236.268,3,23.02
51.8,-245.157,-240.793,1,23.4
51.8,-242.871,-252.787,2,23.03
51.8,-241.578,-236.341,3,23.02
51.9,-245.039,-241.054,1,23.4
51.9,-242.704,-252.627,2,23.03
51.9,-241.39,-236.414,3,23.02
52.0,-245.245,-241.085,1,23.4
52.0,-242.696,-252.684,2,23.03
52.0,-241.202,-236.487,3,23.02
52.1,-245.626,-240.992,1,23.4
52.1,-242.781,-252.867,2,23.03
52.1,-241.109,-236.756,3,23.02
52.2,-245.972,-240.93,1,23.4
52.2,-242.865,-253.051,2,23.03
52.2,-241.037,-237.068,3,23.02
52.3,-246.003,-241.161,1,23.4
52.3,-242.95,-253.234,2,23.03
52.3,-240.964,-237.38,3,23.02
52.4,-246.034,-241.391,1,23.4
52.4,-243.034,-253.418,2,23.03
52.4,-241.021,-237.301,3,23.02
52.5,-246.064,-241.621,1,23.4
52.5,-243.291,-253.539,2,23.03
52.5,-241.134,-237.054,3,23.02
52.6,-246.095,-241.852,1,23.4
52.6,-243.628,-253.631,2,23.03
52.6,-241.247,-236.806,3,23.02
52.7,-246.285,-241.952,1,23.4
52.7,-243.965,-253.722,2,23.03
52.7,-241.365,-236.568,3,23.02
52.8,-246.516,-242.02,1,23.4
52.8,-243.772,-253.927,2,23.03
52.8,-241.712,-236.736,3,23.02
52.9,-246.748,-242.087,1,23.4
52.9,-243.462,-254.157,2,23.03
52.9,-242.059,-236.904,3,23.02
53.0,-246.979,-242.155,1,23.4
53.0,-243.274,-254.356,2,23.03
53.0,-242.196,-237.084,3,23.02
53.1,-246.963,-242.03,1,23.4
53.1,-243.502,-254.451,2,23.03
53.1,-242.056,-237.28,3,23.02
53.2,-246.811,-241.8,1,23.4
53.2,-243.73,-254.546,2,23.03
53.2,-241.915,-237.476,3,23.02
53.3,-246.659,-241.569,1,23.4
53.3,-243.958,-254.641,2,23.03
53.3,-241.774,-237.672,3,23.02
53.4,-246.513,-241.348,1,23.4
53.4,-244.126,-254.668,2,23.03
53.4,-241.675,-237.887,3,23.02
53.5,-246.636,-241.507,1,23.4
53.5,-244.015,-254.37,2,23.03
53.5,-241.679,-238.147,3,23.02
53.6,-246.759,-241.667,1,23.4
53.6,-243.903,-254.072,2,23.03
53.6,-241.682,-238.406,3,23.02
53.7,-246.882,-241.827,1,23.4
53.7,-243.788,-253.79,2,23.03
53.7,-241.686,-238.666,3,23.02
53.8,-247.005,-241.987,1,23.4
53.8,-243.566,-254.005,2,23.03
53.8,-241.59,-238.957,3,23.02
53.9,-247.105,-242.136,1,23.4
53.9,-243.343,-254.221,2,23.03
53.9,-241.368,-239.288,3,23.02
54.0,-246.861,-242.128,1,23.4
54.0,-243.121,-254.437,2,23.03
54.0,-241.146,-239.62,3,23.02
54.1,-246.617,-242.121,1,23.4
54.1,-242.856,-254.293,2,23.03
54.1,-241.096,-239.431,3,23.02
54.2,-246.373,-242.113,1,23.4
54.2,-242.582,-254.061,2,23.03
54.2,-241.059,-239.203,3,23.02
54.3,-246.129,-242.105,1,23.4
54.3,-242.316,-253.836,2,23.03
54.3,-241.021,-238.976,3,23.02
54.4,-246.342,-241.815,1,23.4
54.4,-242.448,-253.992,2,23.03
54.4,-240.984,-238.749,3,23.02
54.5,-246.572,-241.516,1,23.4
54.5,-242.579,-254.149,2,23.03
54.5,-240.966,-238.436,3,23.02
54.6,-246.842,-241.365,1,23.4
54.6,-242.711,-254.305,2,23.03
54.6,-240.963,-238.063,3,23.02
54.7,-247.2,-241.537,1,23.4
54.7,-242.843,-254.461,2,23.03
54.7,-240.96,-237.69,3,23.02
54.8,-247.559,-241.708,1,23.4
54.8,-242.914,-254.621,2,23.03
54.8,-241.011,-237.47,3,23.02
54.9,-247.66,-241.575,1,23.4
54.9,-242.565,-254.805,2,23.03
54.9,-241.068,-237.266,3,23.02
55.0,-247.698,-241.366,1,23.4
55.0,-242.215,-254.989,2,23.03
55.0,-241.126,-237.061,3,23.02
55.1,-247.736,-241.157,1,23.4
55.1,-242.0,-254.841,2,23.03
55.1,-241.183,-236.856,3,23.02
55.2,-247.774,-240.948,1,23.4
55.2,-241.876,-254.467,2,23.03
55.2,-241.274,-236.66,3,23.02
55.3,-247.821,-240.777,1,23.4
55.3,-241.765,-254.101,2,23.03
55.3,-241.501,-236.493,3,23.02
55.4,-247.958,-240.975,1,23.4
55.4,-241.848,-253.872,2,23.03
55.4,-241.728,-236.327,3,23.02
55.5,-248.094,-241.174,1,23.4
55.5,-241.931,-253.644,2,23.03
55.5,-241.955,-236.161,3,23.02
55.6,-248.231,-241.372,1,23.4
55.6,-242.014,-253.415,2,23.03
55.6,-242.161,-235.884,3,23.02
55.7,-248.368,-241.571,1,23.4
55.7,-242.097,-253.187,2,23.03
55.7,-242.357,-235.547,3,23.02
55.8,-248.268,-241.321,1,23.4
55.8,-241.793,-253.309,2,23.03
55.8,-242.559,-235.217,3,23.02
55.9,-248.155,-241.045,1,23.4
55.9,-241.467,-253.452,2,23.03
55.9,-242.838,-234.962,3,23.02
56.0,-248.041,-240.769,1,23.4
56.0,-241.236,-253.561,2,23.03
56.0,-243.117,-234.708,3,23.02
56.1,-247.854,-240.699,1,23.4
56.1,-241.607,-253.459,2,23.03
56.1,-243.263,-234.427,3,23.02
56.2,-247.615,-240.769,1,23.4
56.2,-241.978,-253.357,2,23.03
56.2,-243.234,-234.11,3,23.02
56.3,-247.377,-240.84,1,23.4
56.3,-242.189,-253.513,2,23.03
56.3,-243.204,-233.794,3,23.02
56.4,-247.139,-240.911,1,23.4
56.4,-242.261,-253.89,2,23.03
56.4,-243.2,-233.635,3,23.02
56.5,-246.854,-240.889,1,23.4
56.5,-242.334,-254.267,2,23.03
56.5,-243.262,-233.873,3,23.02
56.6,-246.535,-240.797,1,23.4
56.6,-242.483,-254.039,2,23.03
56.6,-243.324,-234.111,3,23.02
56.7,-246.217,-240.705,1,23.4
56.7,-242.638,-253.768,2,23.03
56.7,-243.386,-234.349,3,23.02
56.8,-246.204,-240.597,1,23.4
56.8,-242.793,-253.496,2,23.03
56.8,-243.469,-234.488,3,23.02
56.9,-246.436,-240.475,1,23.4
56.9,-242.885,-253.707,2,23.03
56.9,-243.626,-234.274,3,23.02
57.0,-246.668,-240.353,1,23.4
57.0,-242.952,-254.094,2,23.03
57.0,-243.784,-234.06,3,23.02
57.1,-246.899,-240.232,1,23.4
57.1,-243.032,-254.381,2,23.03
57.1,-243.941,-233.846,3,23.02
57.2,-247.156,-240.29,1,23.4
57.2,-243.168,-254.233,2,23.03
57.2,-244.118,-233.591,3,23.02
57.3,-247.421,-240.412,1,23.4
57.3,-243.304,-254.085,2,23.03
57.3,-244.317,-233.288,3,23.02
57.4,-247.686,-240.534,1,23.4
57.4,-243.44,-253.937,2,23.03
57.4,-244.517,-232.985,3,23.02
57.5,-247.791,-240.598,1,23.4
57.5,-243.575,-253.788,2,23.03
57.5,-244.347,-233.02,3,23.02
57.6,-247.543,-240.534,1,23.4
57.6,-243.701,-253.616,2,23.03
57.6,-244.019,-233.2,3,23.02
57.7,-247.295,-240.47,1,23.4
57.7,-243.786,-253.356,2,23.03
57.7,-243.702,-233.381,3,23.02
57.8,-247.048,-240.405,1,23.4
57.8,-243.872,-253.096,2,23.03
57.8,-243.76,-233.596,3,23.02
57.9,-246.784,-240.341,1,23.4
57.9,-243.957,-252.835,2,23.03
57.9,-243.818,-233.811,3,23.02
58.0,-246.499,-240.279,1,23.4
58.0,-243.796,-252.749,2,23.03
58.0,-243.875,-234.025,3,23.02
58.1,-246.214,-240.216,1,23.4
58.1,-243.442,-252.797,2,23.03
58.1,-243.933,-234.24,3,23.02
58.2,-245.928,-240.154,1,23.4
58.2,-243.088,-252.846,2,23.03
58.2,-244.095,-234.455,3,23.02
58.3,-246.214,-240.017,1,23.4
58.3,-243.156,-253.005,2,23.03
58.3,-244.348,-234.669,3,23.02
58.4,-246.509,-239.879,1,23.4
58.4,-243.356,-253.199,2,23.03
58.4,-244.601,-234.884,3,23.02
58.5,-246.804,-239.741,1,23.4
58.5,-243.555,-253.392,2,23.03
58.5,-244.548,-234.963,3,23.02
58.6,-247.007,-239.597,1,23.4
58.6,-243.721,-253.499,2,23.03
58.6,-244.208,-234.914,3,23.02
58.7,-247.201,-239.452,1,23.4
58.7,-243.719,-253.168,2,23.03
58.7,-243.867,-234.865,3,23.02
58.8,-247.396,-239.308,1,23.4
58.8,-243.717,-252.837,2,23.03
58.8,-243.807,-235.026,3,23.02
58.9,-247.59,-239.163,1,23.4
58.9,-243.699,-252.582,2,23.03
58.9,-243.928,-235.322,3,23.02
59.0,-247.417,-239.296,1,23.4
59.0,-243.592,-252.78,2,23.03
59.0,-244.05,-235.618,3,23.02
59.1,-247.144,-239.504,1,23.4
59.1,-243.485,-252.977,2,23.03
59.1,-243.964,-235.754,3,23.02
59.2,-246.87,-239.713,1,23.4
59.2,-243.377,-253.175,2,23.03
59.2,-243.653,-235.717,3,23.02
59.3,-246.657,-239.46,1,23.4
59.3,-243.27,-253.372,2,23.03
59.3,-243.343,-235.68,3,23.02
59.4,-246.453,-239.143,1,23.4
59.4,-243.097,-253.254,2,23.03
59.4,-243.095,-235.56,3,23.02
59.5,-246.346,-238.936,1,23.4
59.5,-242.895,-252.997,2,23.03
59.5,-243.006,-235.22,3,23.02
59.6,-246.57,-239.099,1,23.4
59.6,-242.693,-252.741,2,23.03
59.6,-242.918,-234.881,3,23.02
59.7,-246.795,-239.262,1,23.4
59.7,-242.616,-252.495,2,23.03
59.7,-242.964,-234.666,3,23.02
59.8,-247.019,-239.426,1,23.4
59.8,-242.61,-252.256,2,23.03
59.8,-243.194,-234.617,3,23.02
59.9,-247.164,-239.324,1,23.4
59.9,-242.605,-252.017,2,23.03
59.9,-243.423,-234.568,3,23.02
